[2025-05-26 22:40:29,740]: 
[2025-05-26 22:49:40,422]: [LeNet5_hardtanh] Epoch: 018 Train Loss: 1.1233 Train Acc: 0.5983 Eval Loss: 1.0629 Eval Acc: 0.6259 (LR: 0.00100000)
[2025-05-26 22:50:11,646]: [LeNet5_hardtanh] Epoch: 019 Train Loss: 1.1143 Train Acc: 0.6039 Eval Loss: 1.0206 Eval Acc: 0.6381 (LR: 0.00100000)
[2025-05-26 22:50:42,280]: [LeNet5_hardtanh] Epoch: 020 Train Loss: 1.1107 Train Acc: 0.6057 Eval Loss: 1.0184 Eval Acc: 0.6407 (LR: 0.00100000)
[2025-05-26 22:51:12,544]: [LeNet5_hardtanh] Epoch: 021 Train Loss: 1.0973 Train Acc: 0.6113 Eval Loss: 1.0307 Eval Acc: 0.6346 (LR: 0.00100000)
[2025-05-26 22:51:42,727]: [LeNet5_hardtanh] Epoch: 022 Train Loss: 1.0912 Train Acc: 0.6150 Eval Loss: 1.0125 Eval Acc: 0.6455 (LR: 0.00100000)
[2025-05-26 22:52:14,450]: [LeNet5_hardtanh] Epoch: 023 Train Loss: 1.0884 Train Acc: 0.6149 Eval Loss: 0.9905 Eval Acc: 0.6506 (LR: 0.00100000)
[2025-05-26 22:52:44,772]: [LeNet5_hardtanh] Epoch: 024 Train Loss: 1.0902 Train Acc: 0.6139 Eval Loss: 0.9968 Eval Acc: 0.6481 (LR: 0.00100000)
[2025-05-26 22:53:14,623]: [LeNet5_hardtanh] Epoch: 025 Train Loss: 1.0812 Train Acc: 0.6178 Eval Loss: 1.0227 Eval Acc: 0.6411 (LR: 0.00100000)
[2025-05-26 22:53:44,483]: [LeNet5_hardtanh] Epoch: 026 Train Loss: 1.0729 Train Acc: 0.6194 Eval Loss: 1.0136 Eval Acc: 0.6459 (LR: 0.00100000)
[2025-05-26 22:54:14,588]: [LeNet5_hardtanh] Epoch: 027 Train Loss: 1.0716 Train Acc: 0.6212 Eval Loss: 0.9880 Eval Acc: 0.6516 (LR: 0.00100000)
[2025-05-26 22:54:44,408]: [LeNet5_hardtanh] Epoch: 028 Train Loss: 1.0672 Train Acc: 0.6203 Eval Loss: 0.9812 Eval Acc: 0.6551 (LR: 0.00100000)
[2025-05-26 22:55:14,135]: [LeNet5_hardtanh] Epoch: 029 Train Loss: 1.0682 Train Acc: 0.6209 Eval Loss: 0.9970 Eval Acc: 0.6481 (LR: 0.00100000)
[2025-05-26 22:55:43,991]: [LeNet5_hardtanh] Epoch: 030 Train Loss: 1.0581 Train Acc: 0.6251 Eval Loss: 1.0265 Eval Acc: 0.6360 (LR: 0.00100000)
[2025-05-26 22:56:14,152]: [LeNet5_hardtanh] Epoch: 031 Train Loss: 1.0567 Train Acc: 0.6252 Eval Loss: 0.9681 Eval Acc: 0.6575 (LR: 0.00100000)
[2025-05-26 22:56:43,288]: [LeNet5_hardtanh] Epoch: 032 Train Loss: 1.0596 Train Acc: 0.6234 Eval Loss: 0.9844 Eval Acc: 0.6512 (LR: 0.00100000)
[2025-05-26 22:57:12,410]: [LeNet5_hardtanh] Epoch: 033 Train Loss: 1.0480 Train Acc: 0.6276 Eval Loss: 0.9546 Eval Acc: 0.6644 (LR: 0.00100000)
[2025-05-26 22:57:41,118]: [LeNet5_hardtanh] Epoch: 034 Train Loss: 1.0479 Train Acc: 0.6299 Eval Loss: 0.9744 Eval Acc: 0.6569 (LR: 0.00100000)
[2025-05-26 22:58:10,387]: [LeNet5_hardtanh] Epoch: 035 Train Loss: 1.0423 Train Acc: 0.6301 Eval Loss: 0.9688 Eval Acc: 0.6566 (LR: 0.00100000)
[2025-05-26 22:58:39,330]: [LeNet5_hardtanh] Epoch: 036 Train Loss: 1.0441 Train Acc: 0.6329 Eval Loss: 0.9520 Eval Acc: 0.6657 (LR: 0.00100000)
[2025-05-26 22:59:08,096]: [LeNet5_hardtanh] Epoch: 037 Train Loss: 1.0393 Train Acc: 0.6309 Eval Loss: 0.9629 Eval Acc: 0.6649 (LR: 0.00100000)
[2025-05-26 22:59:36,846]: [LeNet5_hardtanh] Epoch: 038 Train Loss: 1.0387 Train Acc: 0.6322 Eval Loss: 0.9648 Eval Acc: 0.6618 (LR: 0.00100000)
[2025-05-26 23:00:05,767]: [LeNet5_hardtanh] Epoch: 039 Train Loss: 1.0345 Train Acc: 0.6330 Eval Loss: 0.9487 Eval Acc: 0.6619 (LR: 0.00100000)
[2025-05-26 23:00:35,039]: [LeNet5_hardtanh] Epoch: 040 Train Loss: 1.0343 Train Acc: 0.6324 Eval Loss: 0.9860 Eval Acc: 0.6526 (LR: 0.00100000)
[2025-05-26 23:01:04,986]: [LeNet5_hardtanh] Epoch: 041 Train Loss: 1.0321 Train Acc: 0.6341 Eval Loss: 0.9453 Eval Acc: 0.6710 (LR: 0.00100000)
[2025-05-26 23:01:35,901]: [LeNet5_hardtanh] Epoch: 042 Train Loss: 1.0254 Train Acc: 0.6362 Eval Loss: 0.9680 Eval Acc: 0.6612 (LR: 0.00100000)
[2025-05-26 23:02:06,821]: [LeNet5_hardtanh] Epoch: 043 Train Loss: 1.0284 Train Acc: 0.6368 Eval Loss: 0.9473 Eval Acc: 0.6640 (LR: 0.00100000)
[2025-05-26 23:02:35,693]: [LeNet5_hardtanh] Epoch: 044 Train Loss: 1.0272 Train Acc: 0.6364 Eval Loss: 0.9719 Eval Acc: 0.6562 (LR: 0.00100000)
[2025-05-26 23:03:04,369]: [LeNet5_hardtanh] Epoch: 045 Train Loss: 1.0243 Train Acc: 0.6381 Eval Loss: 0.9479 Eval Acc: 0.6678 (LR: 0.00100000)
[2025-05-26 23:03:31,610]: [LeNet5_hardtanh] Epoch: 046 Train Loss: 1.0215 Train Acc: 0.6382 Eval Loss: 0.9364 Eval Acc: 0.6657 (LR: 0.00100000)
[2025-05-26 23:04:01,179]: [LeNet5_hardtanh] Epoch: 047 Train Loss: 1.0157 Train Acc: 0.6389 Eval Loss: 0.9567 Eval Acc: 0.6634 (LR: 0.00100000)
[2025-05-26 23:04:30,941]: [LeNet5_hardtanh] Epoch: 048 Train Loss: 1.0103 Train Acc: 0.6447 Eval Loss: 0.9385 Eval Acc: 0.6690 (LR: 0.00100000)
[2025-05-26 23:04:58,092]: [LeNet5_hardtanh] Epoch: 049 Train Loss: 1.0123 Train Acc: 0.6425 Eval Loss: 0.9498 Eval Acc: 0.6675 (LR: 0.00100000)
[2025-05-26 23:05:25,004]: [LeNet5_hardtanh] Epoch: 050 Train Loss: 1.0118 Train Acc: 0.6436 Eval Loss: 0.9567 Eval Acc: 0.6627 (LR: 0.00100000)
[2025-05-26 23:05:51,982]: [LeNet5_hardtanh] Epoch: 051 Train Loss: 1.0123 Train Acc: 0.6410 Eval Loss: 0.9290 Eval Acc: 0.6761 (LR: 0.00100000)
[2025-05-26 23:06:18,774]: [LeNet5_hardtanh] Epoch: 052 Train Loss: 1.0098 Train Acc: 0.6423 Eval Loss: 0.9413 Eval Acc: 0.6703 (LR: 0.00100000)
[2025-05-26 23:06:45,581]: [LeNet5_hardtanh] Epoch: 053 Train Loss: 0.9984 Train Acc: 0.6473 Eval Loss: 0.9381 Eval Acc: 0.6706 (LR: 0.00100000)
[2025-05-26 23:07:12,540]: [LeNet5_hardtanh] Epoch: 054 Train Loss: 1.0087 Train Acc: 0.6424 Eval Loss: 0.9274 Eval Acc: 0.6765 (LR: 0.00100000)
[2025-05-26 23:07:39,407]: [LeNet5_hardtanh] Epoch: 055 Train Loss: 1.0058 Train Acc: 0.6461 Eval Loss: 0.9314 Eval Acc: 0.6738 (LR: 0.00100000)
[2025-05-26 23:08:06,093]: [LeNet5_hardtanh] Epoch: 056 Train Loss: 0.9985 Train Acc: 0.6476 Eval Loss: 0.9127 Eval Acc: 0.6773 (LR: 0.00100000)
[2025-05-26 23:08:32,925]: [LeNet5_hardtanh] Epoch: 057 Train Loss: 1.0033 Train Acc: 0.6466 Eval Loss: 0.9486 Eval Acc: 0.6617 (LR: 0.00100000)
[2025-05-26 23:08:59,394]: [LeNet5_hardtanh] Epoch: 058 Train Loss: 1.0027 Train Acc: 0.6472 Eval Loss: 0.9435 Eval Acc: 0.6625 (LR: 0.00100000)
[2025-05-26 23:09:25,751]: [LeNet5_hardtanh] Epoch: 059 Train Loss: 0.9964 Train Acc: 0.6470 Eval Loss: 0.9139 Eval Acc: 0.6754 (LR: 0.00100000)
[2025-05-26 23:09:52,690]: [LeNet5_hardtanh] Epoch: 060 Train Loss: 0.9933 Train Acc: 0.6480 Eval Loss: 0.9178 Eval Acc: 0.6758 (LR: 0.00100000)
[2025-05-26 23:10:18,997]: [LeNet5_hardtanh] Epoch: 061 Train Loss: 0.9873 Train Acc: 0.6512 Eval Loss: 0.9134 Eval Acc: 0.6767 (LR: 0.00100000)
[2025-05-26 23:10:45,443]: [LeNet5_hardtanh] Epoch: 062 Train Loss: 0.9870 Train Acc: 0.6491 Eval Loss: 0.9483 Eval Acc: 0.6662 (LR: 0.00100000)
[2025-05-26 23:11:11,750]: [LeNet5_hardtanh] Epoch: 063 Train Loss: 0.9907 Train Acc: 0.6489 Eval Loss: 0.9291 Eval Acc: 0.6708 (LR: 0.00100000)
[2025-05-26 23:11:38,281]: [LeNet5_hardtanh] Epoch: 064 Train Loss: 0.9913 Train Acc: 0.6500 Eval Loss: 0.9273 Eval Acc: 0.6786 (LR: 0.00100000)
[2025-05-26 23:12:04,744]: [LeNet5_hardtanh] Epoch: 065 Train Loss: 0.9873 Train Acc: 0.6502 Eval Loss: 0.9421 Eval Acc: 0.6664 (LR: 0.00100000)
[2025-05-26 23:12:31,213]: [LeNet5_hardtanh] Epoch: 066 Train Loss: 0.9912 Train Acc: 0.6487 Eval Loss: 0.9047 Eval Acc: 0.6830 (LR: 0.00100000)
[2025-05-26 23:12:57,829]: [LeNet5_hardtanh] Epoch: 067 Train Loss: 0.9880 Train Acc: 0.6526 Eval Loss: 0.9268 Eval Acc: 0.6768 (LR: 0.00100000)
[2025-05-26 23:13:24,449]: [LeNet5_hardtanh] Epoch: 068 Train Loss: 0.9867 Train Acc: 0.6510 Eval Loss: 0.8857 Eval Acc: 0.6903 (LR: 0.00100000)
[2025-05-26 23:13:51,223]: [LeNet5_hardtanh] Epoch: 069 Train Loss: 0.9813 Train Acc: 0.6515 Eval Loss: 0.8864 Eval Acc: 0.6917 (LR: 0.00100000)
[2025-05-26 23:14:17,933]: [LeNet5_hardtanh] Epoch: 070 Train Loss: 0.9710 Train Acc: 0.6549 Eval Loss: 0.9120 Eval Acc: 0.6792 (LR: 0.00100000)
[2025-05-26 23:14:44,651]: [LeNet5_hardtanh] Epoch: 071 Train Loss: 0.9897 Train Acc: 0.6501 Eval Loss: 0.9444 Eval Acc: 0.6731 (LR: 0.00100000)
[2025-05-26 23:15:11,235]: [LeNet5_hardtanh] Epoch: 072 Train Loss: 0.9826 Train Acc: 0.6524 Eval Loss: 0.8850 Eval Acc: 0.6866 (LR: 0.00100000)
[2025-05-26 23:15:37,571]: [LeNet5_hardtanh] Epoch: 073 Train Loss: 0.9769 Train Acc: 0.6558 Eval Loss: 0.8958 Eval Acc: 0.6853 (LR: 0.00100000)
[2025-05-26 23:16:03,940]: [LeNet5_hardtanh] Epoch: 074 Train Loss: 0.9819 Train Acc: 0.6546 Eval Loss: 0.9272 Eval Acc: 0.6745 (LR: 0.00100000)
[2025-05-26 23:16:30,387]: [LeNet5_hardtanh] Epoch: 075 Train Loss: 0.9759 Train Acc: 0.6563 Eval Loss: 0.8871 Eval Acc: 0.6870 (LR: 0.00100000)
[2025-05-26 23:16:56,844]: [LeNet5_hardtanh] Epoch: 076 Train Loss: 0.9754 Train Acc: 0.6565 Eval Loss: 0.8938 Eval Acc: 0.6879 (LR: 0.00100000)
[2025-05-26 23:17:23,374]: [LeNet5_hardtanh] Epoch: 077 Train Loss: 0.9758 Train Acc: 0.6543 Eval Loss: 0.8935 Eval Acc: 0.6847 (LR: 0.00100000)
[2025-05-26 23:17:50,009]: [LeNet5_hardtanh] Epoch: 078 Train Loss: 0.9781 Train Acc: 0.6553 Eval Loss: 0.8931 Eval Acc: 0.6826 (LR: 0.00100000)
[2025-05-26 23:18:16,826]: [LeNet5_hardtanh] Epoch: 079 Train Loss: 0.9649 Train Acc: 0.6612 Eval Loss: 0.8902 Eval Acc: 0.6863 (LR: 0.00100000)
[2025-05-26 23:18:43,728]: [LeNet5_hardtanh] Epoch: 080 Train Loss: 0.9715 Train Acc: 0.6564 Eval Loss: 0.8829 Eval Acc: 0.6919 (LR: 0.00100000)
[2025-05-26 23:19:10,465]: [LeNet5_hardtanh] Epoch: 081 Train Loss: 0.9677 Train Acc: 0.6604 Eval Loss: 0.9139 Eval Acc: 0.6796 (LR: 0.00100000)
[2025-05-26 23:19:37,007]: [LeNet5_hardtanh] Epoch: 082 Train Loss: 0.9611 Train Acc: 0.6615 Eval Loss: 0.8966 Eval Acc: 0.6848 (LR: 0.00100000)
[2025-05-26 23:20:03,594]: [LeNet5_hardtanh] Epoch: 083 Train Loss: 0.9695 Train Acc: 0.6571 Eval Loss: 0.9136 Eval Acc: 0.6817 (LR: 0.00100000)
[2025-05-26 23:20:30,029]: [LeNet5_hardtanh] Epoch: 084 Train Loss: 0.9740 Train Acc: 0.6550 Eval Loss: 0.8906 Eval Acc: 0.6874 (LR: 0.00100000)
[2025-05-26 23:20:56,407]: [LeNet5_hardtanh] Epoch: 085 Train Loss: 0.9686 Train Acc: 0.6578 Eval Loss: 0.8957 Eval Acc: 0.6817 (LR: 0.00100000)
[2025-05-26 23:21:22,879]: [LeNet5_hardtanh] Epoch: 086 Train Loss: 0.9655 Train Acc: 0.6588 Eval Loss: 0.9221 Eval Acc: 0.6772 (LR: 0.00100000)
[2025-05-26 23:21:49,242]: [LeNet5_hardtanh] Epoch: 087 Train Loss: 0.9632 Train Acc: 0.6593 Eval Loss: 0.8896 Eval Acc: 0.6866 (LR: 0.00100000)
[2025-05-26 23:22:15,633]: [LeNet5_hardtanh] Epoch: 088 Train Loss: 0.9611 Train Acc: 0.6607 Eval Loss: 0.8807 Eval Acc: 0.6889 (LR: 0.00100000)
[2025-05-26 23:22:42,036]: [LeNet5_hardtanh] Epoch: 089 Train Loss: 0.9629 Train Acc: 0.6593 Eval Loss: 0.8785 Eval Acc: 0.6960 (LR: 0.00100000)
[2025-05-26 23:23:08,726]: [LeNet5_hardtanh] Epoch: 090 Train Loss: 0.9562 Train Acc: 0.6616 Eval Loss: 0.8648 Eval Acc: 0.6976 (LR: 0.00100000)
[2025-05-26 23:23:35,334]: [LeNet5_hardtanh] Epoch: 091 Train Loss: 0.9584 Train Acc: 0.6612 Eval Loss: 0.9429 Eval Acc: 0.6680 (LR: 0.00100000)
[2025-05-26 23:24:01,885]: [LeNet5_hardtanh] Epoch: 092 Train Loss: 0.9632 Train Acc: 0.6622 Eval Loss: 0.8929 Eval Acc: 0.6916 (LR: 0.00100000)
[2025-05-26 23:24:28,518]: [LeNet5_hardtanh] Epoch: 093 Train Loss: 0.9649 Train Acc: 0.6593 Eval Loss: 0.9308 Eval Acc: 0.6721 (LR: 0.00100000)
[2025-05-26 23:24:55,243]: [LeNet5_hardtanh] Epoch: 094 Train Loss: 0.9585 Train Acc: 0.6619 Eval Loss: 0.8633 Eval Acc: 0.6940 (LR: 0.00100000)
[2025-05-26 23:25:24,796]: [LeNet5_hardtanh] Epoch: 095 Train Loss: 0.9628 Train Acc: 0.6590 Eval Loss: 0.8717 Eval Acc: 0.6929 (LR: 0.00100000)
[2025-05-26 23:25:52,022]: [LeNet5_hardtanh] Epoch: 096 Train Loss: 0.9545 Train Acc: 0.6624 Eval Loss: 0.8824 Eval Acc: 0.6869 (LR: 0.00100000)
[2025-05-26 23:26:19,692]: [LeNet5_hardtanh] Epoch: 097 Train Loss: 0.9610 Train Acc: 0.6602 Eval Loss: 0.8744 Eval Acc: 0.6939 (LR: 0.00100000)
[2025-05-26 23:26:48,079]: [LeNet5_hardtanh] Epoch: 098 Train Loss: 0.9529 Train Acc: 0.6647 Eval Loss: 0.8875 Eval Acc: 0.6853 (LR: 0.00100000)
[2025-05-26 23:27:18,369]: [LeNet5_hardtanh] Epoch: 099 Train Loss: 0.9543 Train Acc: 0.6634 Eval Loss: 0.8881 Eval Acc: 0.6904 (LR: 0.00100000)
[2025-05-26 23:27:47,613]: [LeNet5_hardtanh] Epoch: 100 Train Loss: 0.9574 Train Acc: 0.6614 Eval Loss: 0.8859 Eval Acc: 0.6898 (LR: 0.00100000)
[2025-05-26 23:28:16,823]: [LeNet5_hardtanh] Epoch: 101 Train Loss: 0.9536 Train Acc: 0.6629 Eval Loss: 0.8783 Eval Acc: 0.6953 (LR: 0.00100000)
[2025-05-26 23:28:45,048]: [LeNet5_hardtanh] Epoch: 102 Train Loss: 0.9526 Train Acc: 0.6615 Eval Loss: 0.8922 Eval Acc: 0.6892 (LR: 0.00100000)
[2025-05-26 23:29:14,444]: [LeNet5_hardtanh] Epoch: 103 Train Loss: 0.9575 Train Acc: 0.6609 Eval Loss: 0.8742 Eval Acc: 0.6927 (LR: 0.00100000)
[2025-05-26 23:29:43,545]: [LeNet5_hardtanh] Epoch: 104 Train Loss: 0.9560 Train Acc: 0.6624 Eval Loss: 0.8877 Eval Acc: 0.6929 (LR: 0.00100000)
[2025-05-26 23:30:13,388]: [LeNet5_hardtanh] Epoch: 105 Train Loss: 0.9485 Train Acc: 0.6646 Eval Loss: 0.8892 Eval Acc: 0.6873 (LR: 0.00010000)
[2025-05-26 23:30:42,173]: [LeNet5_hardtanh] Epoch: 106 Train Loss: 0.8933 Train Acc: 0.6860 Eval Loss: 0.8211 Eval Acc: 0.7108 (LR: 0.00010000)
[2025-05-26 23:31:09,937]: [LeNet5_hardtanh] Epoch: 107 Train Loss: 0.8806 Train Acc: 0.6911 Eval Loss: 0.8143 Eval Acc: 0.7125 (LR: 0.00010000)
[2025-05-26 23:31:37,615]: [LeNet5_hardtanh] Epoch: 108 Train Loss: 0.8723 Train Acc: 0.6924 Eval Loss: 0.8100 Eval Acc: 0.7163 (LR: 0.00010000)
[2025-05-26 23:32:05,810]: [LeNet5_hardtanh] Epoch: 109 Train Loss: 0.8692 Train Acc: 0.6932 Eval Loss: 0.8116 Eval Acc: 0.7154 (LR: 0.00010000)
[2025-05-26 23:32:33,910]: [LeNet5_hardtanh] Epoch: 110 Train Loss: 0.8655 Train Acc: 0.6947 Eval Loss: 0.8090 Eval Acc: 0.7149 (LR: 0.00010000)
[2025-05-26 23:33:01,984]: [LeNet5_hardtanh] Epoch: 111 Train Loss: 0.8622 Train Acc: 0.6949 Eval Loss: 0.8066 Eval Acc: 0.7167 (LR: 0.00010000)
[2025-05-26 23:33:30,114]: [LeNet5_hardtanh] Epoch: 112 Train Loss: 0.8644 Train Acc: 0.6961 Eval Loss: 0.8071 Eval Acc: 0.7152 (LR: 0.00010000)
[2025-05-26 23:33:59,956]: [LeNet5_hardtanh] Epoch: 113 Train Loss: 0.8629 Train Acc: 0.6960 Eval Loss: 0.8018 Eval Acc: 0.7190 (LR: 0.00010000)
[2025-05-26 23:34:29,273]: [LeNet5_hardtanh] Epoch: 114 Train Loss: 0.8522 Train Acc: 0.7001 Eval Loss: 0.7993 Eval Acc: 0.7201 (LR: 0.00010000)
[2025-05-26 23:34:57,381]: [LeNet5_hardtanh] Epoch: 115 Train Loss: 0.8580 Train Acc: 0.6978 Eval Loss: 0.7989 Eval Acc: 0.7189 (LR: 0.00010000)
[2025-05-26 23:35:26,967]: [LeNet5_hardtanh] Epoch: 116 Train Loss: 0.8511 Train Acc: 0.6994 Eval Loss: 0.7983 Eval Acc: 0.7186 (LR: 0.00010000)
[2025-05-26 23:35:55,713]: [LeNet5_hardtanh] Epoch: 117 Train Loss: 0.8573 Train Acc: 0.6977 Eval Loss: 0.7990 Eval Acc: 0.7187 (LR: 0.00010000)
[2025-05-26 23:36:23,643]: [LeNet5_hardtanh] Epoch: 118 Train Loss: 0.8504 Train Acc: 0.7005 Eval Loss: 0.8005 Eval Acc: 0.7203 (LR: 0.00010000)
[2025-05-26 23:36:53,459]: [LeNet5_hardtanh] Epoch: 119 Train Loss: 0.8471 Train Acc: 0.7016 Eval Loss: 0.8032 Eval Acc: 0.7173 (LR: 0.00010000)
[2025-05-26 23:37:22,900]: [LeNet5_hardtanh] Epoch: 120 Train Loss: 0.8534 Train Acc: 0.6998 Eval Loss: 0.8031 Eval Acc: 0.7213 (LR: 0.00010000)
[2025-05-26 23:37:51,109]: [LeNet5_hardtanh] Epoch: 121 Train Loss: 0.8480 Train Acc: 0.7025 Eval Loss: 0.7950 Eval Acc: 0.7226 (LR: 0.00010000)
[2025-05-26 23:38:21,153]: [LeNet5_hardtanh] Epoch: 122 Train Loss: 0.8481 Train Acc: 0.7010 Eval Loss: 0.7983 Eval Acc: 0.7200 (LR: 0.00010000)
[2025-05-26 23:38:50,306]: [LeNet5_hardtanh] Epoch: 123 Train Loss: 0.8433 Train Acc: 0.7036 Eval Loss: 0.7963 Eval Acc: 0.7212 (LR: 0.00010000)
[2025-05-26 23:39:18,728]: [LeNet5_hardtanh] Epoch: 124 Train Loss: 0.8490 Train Acc: 0.7020 Eval Loss: 0.7935 Eval Acc: 0.7218 (LR: 0.00010000)
[2025-05-26 23:39:49,359]: [LeNet5_hardtanh] Epoch: 125 Train Loss: 0.8402 Train Acc: 0.7048 Eval Loss: 0.7919 Eval Acc: 0.7226 (LR: 0.00010000)
[2025-05-26 23:40:20,135]: [LeNet5_hardtanh] Epoch: 126 Train Loss: 0.8432 Train Acc: 0.7049 Eval Loss: 0.7941 Eval Acc: 0.7223 (LR: 0.00010000)
[2025-05-26 23:40:50,671]: [LeNet5_hardtanh] Epoch: 127 Train Loss: 0.8474 Train Acc: 0.7023 Eval Loss: 0.7918 Eval Acc: 0.7225 (LR: 0.00010000)
[2025-05-26 23:41:21,200]: [LeNet5_hardtanh] Epoch: 128 Train Loss: 0.8460 Train Acc: 0.7014 Eval Loss: 0.7957 Eval Acc: 0.7199 (LR: 0.00010000)
[2025-05-26 23:41:51,578]: [LeNet5_hardtanh] Epoch: 129 Train Loss: 0.8381 Train Acc: 0.7046 Eval Loss: 0.7942 Eval Acc: 0.7220 (LR: 0.00010000)
[2025-05-26 23:42:22,336]: [LeNet5_hardtanh] Epoch: 130 Train Loss: 0.8426 Train Acc: 0.7043 Eval Loss: 0.7960 Eval Acc: 0.7224 (LR: 0.00010000)
[2025-05-26 23:42:52,980]: [LeNet5_hardtanh] Epoch: 131 Train Loss: 0.8399 Train Acc: 0.7032 Eval Loss: 0.7940 Eval Acc: 0.7201 (LR: 0.00010000)
[2025-05-26 23:43:23,373]: [LeNet5_hardtanh] Epoch: 132 Train Loss: 0.8373 Train Acc: 0.7047 Eval Loss: 0.7925 Eval Acc: 0.7217 (LR: 0.00010000)
[2025-05-26 23:43:54,164]: [LeNet5_hardtanh] Epoch: 133 Train Loss: 0.8362 Train Acc: 0.7051 Eval Loss: 0.7905 Eval Acc: 0.7228 (LR: 0.00010000)
[2025-05-26 23:44:25,144]: [LeNet5_hardtanh] Epoch: 134 Train Loss: 0.8362 Train Acc: 0.7038 Eval Loss: 0.7907 Eval Acc: 0.7254 (LR: 0.00010000)
[2025-05-26 23:44:55,517]: [LeNet5_hardtanh] Epoch: 135 Train Loss: 0.8373 Train Acc: 0.7056 Eval Loss: 0.7940 Eval Acc: 0.7209 (LR: 0.00010000)
[2025-05-26 23:45:25,895]: [LeNet5_hardtanh] Epoch: 136 Train Loss: 0.8332 Train Acc: 0.7055 Eval Loss: 0.7938 Eval Acc: 0.7219 (LR: 0.00010000)
[2025-05-26 23:45:55,799]: [LeNet5_hardtanh] Epoch: 137 Train Loss: 0.8353 Train Acc: 0.7061 Eval Loss: 0.7897 Eval Acc: 0.7230 (LR: 0.00010000)
[2025-05-26 23:46:26,453]: [LeNet5_hardtanh] Epoch: 138 Train Loss: 0.8387 Train Acc: 0.7026 Eval Loss: 0.7858 Eval Acc: 0.7249 (LR: 0.00010000)
[2025-05-26 23:46:56,777]: [LeNet5_hardtanh] Epoch: 139 Train Loss: 0.8379 Train Acc: 0.7040 Eval Loss: 0.7853 Eval Acc: 0.7263 (LR: 0.00010000)
