[2025-05-26 22:40:29,737]: 
[2025-05-26 23:00:35,049]: [LeNet5_relu6] Epoch: 040 Train Loss: 1.0145 Train Acc: 0.6404 Eval Loss: 0.9243 Eval Acc: 0.6721 (LR: 0.00100000)
[2025-05-26 23:01:04,979]: [LeNet5_relu6] Epoch: 041 Train Loss: 1.0089 Train Acc: 0.6403 Eval Loss: 0.9270 Eval Acc: 0.6710 (LR: 0.00100000)
[2025-05-26 23:01:35,871]: [LeNet5_relu6] Epoch: 042 Train Loss: 1.0089 Train Acc: 0.6421 Eval Loss: 0.9030 Eval Acc: 0.6767 (LR: 0.00100000)
[2025-05-26 23:02:06,801]: [LeNet5_relu6] Epoch: 043 Train Loss: 1.0098 Train Acc: 0.6423 Eval Loss: 0.9312 Eval Acc: 0.6660 (LR: 0.00100000)
[2025-05-26 23:02:35,790]: [LeNet5_relu6] Epoch: 044 Train Loss: 1.0029 Train Acc: 0.6427 Eval Loss: 0.9136 Eval Acc: 0.6726 (LR: 0.00100000)
[2025-05-26 23:03:04,407]: [LeNet5_relu6] Epoch: 045 Train Loss: 0.9989 Train Acc: 0.6447 Eval Loss: 0.8978 Eval Acc: 0.6788 (LR: 0.00100000)
[2025-05-26 23:03:31,773]: [LeNet5_relu6] Epoch: 046 Train Loss: 1.0020 Train Acc: 0.6428 Eval Loss: 0.9126 Eval Acc: 0.6713 (LR: 0.00100000)
[2025-05-26 23:04:01,292]: [LeNet5_relu6] Epoch: 047 Train Loss: 0.9987 Train Acc: 0.6454 Eval Loss: 0.9229 Eval Acc: 0.6712 (LR: 0.00100000)
[2025-05-26 23:04:30,990]: [LeNet5_relu6] Epoch: 048 Train Loss: 0.9914 Train Acc: 0.6459 Eval Loss: 0.9034 Eval Acc: 0.6810 (LR: 0.00100000)
[2025-05-26 23:04:58,009]: [LeNet5_relu6] Epoch: 049 Train Loss: 0.9946 Train Acc: 0.6457 Eval Loss: 0.9082 Eval Acc: 0.6780 (LR: 0.00100000)
[2025-05-26 23:05:24,994]: [LeNet5_relu6] Epoch: 050 Train Loss: 0.9870 Train Acc: 0.6498 Eval Loss: 0.8976 Eval Acc: 0.6792 (LR: 0.00100000)
[2025-05-26 23:05:51,941]: [LeNet5_relu6] Epoch: 051 Train Loss: 0.9889 Train Acc: 0.6470 Eval Loss: 0.9038 Eval Acc: 0.6799 (LR: 0.00100000)
[2025-05-26 23:06:18,868]: [LeNet5_relu6] Epoch: 052 Train Loss: 0.9865 Train Acc: 0.6510 Eval Loss: 0.8957 Eval Acc: 0.6834 (LR: 0.00100000)
[2025-05-26 23:06:45,652]: [LeNet5_relu6] Epoch: 053 Train Loss: 0.9846 Train Acc: 0.6484 Eval Loss: 0.8816 Eval Acc: 0.6889 (LR: 0.00100000)
[2025-05-26 23:07:12,536]: [LeNet5_relu6] Epoch: 054 Train Loss: 0.9803 Train Acc: 0.6545 Eval Loss: 0.8844 Eval Acc: 0.6886 (LR: 0.00100000)
[2025-05-26 23:07:39,385]: [LeNet5_relu6] Epoch: 055 Train Loss: 0.9797 Train Acc: 0.6508 Eval Loss: 0.8922 Eval Acc: 0.6832 (LR: 0.00100000)
[2025-05-26 23:08:06,099]: [LeNet5_relu6] Epoch: 056 Train Loss: 0.9743 Train Acc: 0.6548 Eval Loss: 0.8958 Eval Acc: 0.6836 (LR: 0.00100000)
[2025-05-26 23:08:32,911]: [LeNet5_relu6] Epoch: 057 Train Loss: 0.9832 Train Acc: 0.6517 Eval Loss: 0.9049 Eval Acc: 0.6790 (LR: 0.00100000)
[2025-05-26 23:08:59,583]: [LeNet5_relu6] Epoch: 058 Train Loss: 0.9819 Train Acc: 0.6518 Eval Loss: 0.8889 Eval Acc: 0.6835 (LR: 0.00100000)
[2025-05-26 23:09:26,136]: [LeNet5_relu6] Epoch: 059 Train Loss: 0.9766 Train Acc: 0.6550 Eval Loss: 0.8746 Eval Acc: 0.6944 (LR: 0.00100000)
[2025-05-26 23:09:53,136]: [LeNet5_relu6] Epoch: 060 Train Loss: 0.9791 Train Acc: 0.6514 Eval Loss: 0.8741 Eval Acc: 0.6918 (LR: 0.00100000)
[2025-05-26 23:10:19,572]: [LeNet5_relu6] Epoch: 061 Train Loss: 0.9718 Train Acc: 0.6541 Eval Loss: 0.8900 Eval Acc: 0.6842 (LR: 0.00100000)
[2025-05-26 23:10:45,910]: [LeNet5_relu6] Epoch: 062 Train Loss: 0.9751 Train Acc: 0.6529 Eval Loss: 0.8915 Eval Acc: 0.6860 (LR: 0.00100000)
[2025-05-26 23:11:12,320]: [LeNet5_relu6] Epoch: 063 Train Loss: 0.9752 Train Acc: 0.6527 Eval Loss: 0.8789 Eval Acc: 0.6865 (LR: 0.00100000)
[2025-05-26 23:11:38,743]: [LeNet5_relu6] Epoch: 064 Train Loss: 0.9672 Train Acc: 0.6563 Eval Loss: 0.8768 Eval Acc: 0.6851 (LR: 0.00100000)
[2025-05-26 23:12:05,157]: [LeNet5_relu6] Epoch: 065 Train Loss: 0.9732 Train Acc: 0.6544 Eval Loss: 0.8879 Eval Acc: 0.6880 (LR: 0.00100000)
[2025-05-26 23:12:31,616]: [LeNet5_relu6] Epoch: 066 Train Loss: 0.9640 Train Acc: 0.6570 Eval Loss: 0.9087 Eval Acc: 0.6808 (LR: 0.00100000)
[2025-05-26 23:12:58,007]: [LeNet5_relu6] Epoch: 067 Train Loss: 0.9677 Train Acc: 0.6563 Eval Loss: 0.9037 Eval Acc: 0.6810 (LR: 0.00100000)
[2025-05-26 23:13:24,561]: [LeNet5_relu6] Epoch: 068 Train Loss: 0.9664 Train Acc: 0.6575 Eval Loss: 0.8591 Eval Acc: 0.6960 (LR: 0.00100000)
[2025-05-26 23:13:51,306]: [LeNet5_relu6] Epoch: 069 Train Loss: 0.9647 Train Acc: 0.6601 Eval Loss: 0.8805 Eval Acc: 0.6887 (LR: 0.00100000)
[2025-05-26 23:14:17,920]: [LeNet5_relu6] Epoch: 070 Train Loss: 0.9625 Train Acc: 0.6598 Eval Loss: 0.8664 Eval Acc: 0.6943 (LR: 0.00100000)
[2025-05-26 23:14:44,492]: [LeNet5_relu6] Epoch: 071 Train Loss: 0.9653 Train Acc: 0.6561 Eval Loss: 0.8625 Eval Acc: 0.6972 (LR: 0.00100000)
[2025-05-26 23:15:10,731]: [LeNet5_relu6] Epoch: 072 Train Loss: 0.9624 Train Acc: 0.6593 Eval Loss: 0.8761 Eval Acc: 0.6900 (LR: 0.00100000)
[2025-05-26 23:15:37,113]: [LeNet5_relu6] Epoch: 073 Train Loss: 0.9621 Train Acc: 0.6597 Eval Loss: 0.8633 Eval Acc: 0.6959 (LR: 0.00100000)
[2025-05-26 23:16:03,605]: [LeNet5_relu6] Epoch: 074 Train Loss: 0.9561 Train Acc: 0.6619 Eval Loss: 0.8650 Eval Acc: 0.6971 (LR: 0.00100000)
[2025-05-26 23:16:30,085]: [LeNet5_relu6] Epoch: 075 Train Loss: 0.9577 Train Acc: 0.6596 Eval Loss: 0.8680 Eval Acc: 0.6959 (LR: 0.00100000)
[2025-05-26 23:16:56,686]: [LeNet5_relu6] Epoch: 076 Train Loss: 0.9560 Train Acc: 0.6599 Eval Loss: 0.8780 Eval Acc: 0.6930 (LR: 0.00100000)
[2025-05-26 23:17:23,283]: [LeNet5_relu6] Epoch: 077 Train Loss: 0.9517 Train Acc: 0.6617 Eval Loss: 0.8857 Eval Acc: 0.6884 (LR: 0.00100000)
[2025-05-26 23:17:50,009]: [LeNet5_relu6] Epoch: 078 Train Loss: 0.9495 Train Acc: 0.6646 Eval Loss: 0.8657 Eval Acc: 0.6903 (LR: 0.00100000)
[2025-05-26 23:18:16,846]: [LeNet5_relu6] Epoch: 079 Train Loss: 0.9567 Train Acc: 0.6627 Eval Loss: 0.8718 Eval Acc: 0.6939 (LR: 0.00010000)
[2025-05-26 23:18:43,613]: [LeNet5_relu6] Epoch: 080 Train Loss: 0.9103 Train Acc: 0.6774 Eval Loss: 0.8218 Eval Acc: 0.7106 (LR: 0.00010000)
[2025-05-26 23:19:10,200]: [LeNet5_relu6] Epoch: 081 Train Loss: 0.8951 Train Acc: 0.6849 Eval Loss: 0.8198 Eval Acc: 0.7117 (LR: 0.00010000)
[2025-05-26 23:19:36,595]: [LeNet5_relu6] Epoch: 082 Train Loss: 0.8936 Train Acc: 0.6855 Eval Loss: 0.8158 Eval Acc: 0.7139 (LR: 0.00010000)
[2025-05-26 23:20:03,108]: [LeNet5_relu6] Epoch: 083 Train Loss: 0.8876 Train Acc: 0.6855 Eval Loss: 0.8119 Eval Acc: 0.7150 (LR: 0.00010000)
[2025-05-26 23:20:29,514]: [LeNet5_relu6] Epoch: 084 Train Loss: 0.8921 Train Acc: 0.6835 Eval Loss: 0.8191 Eval Acc: 0.7111 (LR: 0.00010000)
[2025-05-26 23:20:56,153]: [LeNet5_relu6] Epoch: 085 Train Loss: 0.8858 Train Acc: 0.6854 Eval Loss: 0.8138 Eval Acc: 0.7125 (LR: 0.00010000)
[2025-05-26 23:21:22,456]: [LeNet5_relu6] Epoch: 086 Train Loss: 0.8880 Train Acc: 0.6862 Eval Loss: 0.8110 Eval Acc: 0.7126 (LR: 0.00010000)
[2025-05-26 23:21:48,770]: [LeNet5_relu6] Epoch: 087 Train Loss: 0.8849 Train Acc: 0.6879 Eval Loss: 0.8145 Eval Acc: 0.7120 (LR: 0.00010000)
[2025-05-26 23:22:15,190]: [LeNet5_relu6] Epoch: 088 Train Loss: 0.8818 Train Acc: 0.6884 Eval Loss: 0.8090 Eval Acc: 0.7131 (LR: 0.00010000)
[2025-05-26 23:22:41,787]: [LeNet5_relu6] Epoch: 089 Train Loss: 0.8845 Train Acc: 0.6867 Eval Loss: 0.8133 Eval Acc: 0.7149 (LR: 0.00010000)
[2025-05-26 23:23:08,458]: [LeNet5_relu6] Epoch: 090 Train Loss: 0.8838 Train Acc: 0.6872 Eval Loss: 0.8082 Eval Acc: 0.7166 (LR: 0.00010000)
[2025-05-26 23:23:34,949]: [LeNet5_relu6] Epoch: 091 Train Loss: 0.8824 Train Acc: 0.6870 Eval Loss: 0.8058 Eval Acc: 0.7158 (LR: 0.00010000)
[2025-05-26 23:24:01,467]: [LeNet5_relu6] Epoch: 092 Train Loss: 0.8792 Train Acc: 0.6897 Eval Loss: 0.8093 Eval Acc: 0.7145 (LR: 0.00010000)
[2025-05-26 23:24:27,979]: [LeNet5_relu6] Epoch: 093 Train Loss: 0.8747 Train Acc: 0.6904 Eval Loss: 0.8088 Eval Acc: 0.7149 (LR: 0.00010000)
[2025-05-26 23:24:54,635]: [LeNet5_relu6] Epoch: 094 Train Loss: 0.8719 Train Acc: 0.6912 Eval Loss: 0.8067 Eval Acc: 0.7151 (LR: 0.00010000)
[2025-05-26 23:25:24,334]: [LeNet5_relu6] Epoch: 095 Train Loss: 0.8784 Train Acc: 0.6872 Eval Loss: 0.8049 Eval Acc: 0.7151 (LR: 0.00010000)
[2025-05-26 23:25:51,740]: [LeNet5_relu6] Epoch: 096 Train Loss: 0.8778 Train Acc: 0.6886 Eval Loss: 0.8077 Eval Acc: 0.7146 (LR: 0.00010000)
[2025-05-26 23:26:19,560]: [LeNet5_relu6] Epoch: 097 Train Loss: 0.8765 Train Acc: 0.6884 Eval Loss: 0.8044 Eval Acc: 0.7159 (LR: 0.00010000)
[2025-05-26 23:26:48,031]: [LeNet5_relu6] Epoch: 098 Train Loss: 0.8779 Train Acc: 0.6905 Eval Loss: 0.8057 Eval Acc: 0.7166 (LR: 0.00010000)
[2025-05-26 23:27:18,302]: [LeNet5_relu6] Epoch: 099 Train Loss: 0.8722 Train Acc: 0.6915 Eval Loss: 0.8080 Eval Acc: 0.7155 (LR: 0.00010000)
[2025-05-26 23:27:47,629]: [LeNet5_relu6] Epoch: 100 Train Loss: 0.8736 Train Acc: 0.6905 Eval Loss: 0.8043 Eval Acc: 0.7171 (LR: 0.00010000)
[2025-05-26 23:28:17,021]: [LeNet5_relu6] Epoch: 101 Train Loss: 0.8750 Train Acc: 0.6898 Eval Loss: 0.8123 Eval Acc: 0.7156 (LR: 0.00010000)
[2025-05-26 23:28:45,060]: [LeNet5_relu6] Epoch: 102 Train Loss: 0.8698 Train Acc: 0.6935 Eval Loss: 0.8041 Eval Acc: 0.7170 (LR: 0.00010000)
[2025-05-26 23:29:14,535]: [LeNet5_relu6] Epoch: 103 Train Loss: 0.8781 Train Acc: 0.6910 Eval Loss: 0.8002 Eval Acc: 0.7211 (LR: 0.00010000)
[2025-05-26 23:29:43,567]: [LeNet5_relu6] Epoch: 104 Train Loss: 0.8727 Train Acc: 0.6910 Eval Loss: 0.8044 Eval Acc: 0.7186 (LR: 0.00010000)
[2025-05-26 23:30:13,373]: [LeNet5_relu6] Epoch: 105 Train Loss: 0.8717 Train Acc: 0.6908 Eval Loss: 0.8037 Eval Acc: 0.7189 (LR: 0.00010000)
[2025-05-26 23:30:42,085]: [LeNet5_relu6] Epoch: 106 Train Loss: 0.8765 Train Acc: 0.6897 Eval Loss: 0.8088 Eval Acc: 0.7168 (LR: 0.00010000)
[2025-05-26 23:31:09,887]: [LeNet5_relu6] Epoch: 107 Train Loss: 0.8717 Train Acc: 0.6919 Eval Loss: 0.8044 Eval Acc: 0.7190 (LR: 0.00010000)
[2025-05-26 23:31:37,462]: [LeNet5_relu6] Epoch: 108 Train Loss: 0.8692 Train Acc: 0.6928 Eval Loss: 0.7991 Eval Acc: 0.7203 (LR: 0.00010000)
[2025-05-26 23:32:05,776]: [LeNet5_relu6] Epoch: 109 Train Loss: 0.8714 Train Acc: 0.6917 Eval Loss: 0.8045 Eval Acc: 0.7170 (LR: 0.00010000)
[2025-05-26 23:32:33,841]: [LeNet5_relu6] Epoch: 110 Train Loss: 0.8715 Train Acc: 0.6915 Eval Loss: 0.8032 Eval Acc: 0.7195 (LR: 0.00010000)
[2025-05-26 23:33:01,773]: [LeNet5_relu6] Epoch: 111 Train Loss: 0.8700 Train Acc: 0.6919 Eval Loss: 0.8062 Eval Acc: 0.7191 (LR: 0.00010000)
[2025-05-26 23:33:29,944]: [LeNet5_relu6] Epoch: 112 Train Loss: 0.8756 Train Acc: 0.6920 Eval Loss: 0.8071 Eval Acc: 0.7181 (LR: 0.00010000)
[2025-05-26 23:33:59,771]: [LeNet5_relu6] Epoch: 113 Train Loss: 0.8686 Train Acc: 0.6937 Eval Loss: 0.8037 Eval Acc: 0.7194 (LR: 0.00010000)
[2025-05-26 23:34:29,321]: [LeNet5_relu6] Epoch: 114 Train Loss: 0.8709 Train Acc: 0.6930 Eval Loss: 0.8008 Eval Acc: 0.7179 (LR: 0.00010000)
[2025-05-26 23:34:57,396]: [LeNet5_relu6] Epoch: 115 Train Loss: 0.8694 Train Acc: 0.6934 Eval Loss: 0.8014 Eval Acc: 0.7188 (LR: 0.00010000)
[2025-05-26 23:35:26,992]: [LeNet5_relu6] Epoch: 116 Train Loss: 0.8720 Train Acc: 0.6915 Eval Loss: 0.8052 Eval Acc: 0.7176 (LR: 0.00010000)
[2025-05-26 23:35:55,722]: [LeNet5_relu6] Epoch: 117 Train Loss: 0.8708 Train Acc: 0.6897 Eval Loss: 0.8011 Eval Acc: 0.7190 (LR: 0.00010000)
[2025-05-26 23:36:23,691]: [LeNet5_relu6] Epoch: 118 Train Loss: 0.8702 Train Acc: 0.6928 Eval Loss: 0.8042 Eval Acc: 0.7203 (LR: 0.00010000)
[2025-05-26 23:36:53,494]: [LeNet5_relu6] Epoch: 119 Train Loss: 0.8658 Train Acc: 0.6935 Eval Loss: 0.7987 Eval Acc: 0.7196 (LR: 0.00010000)
[2025-05-26 23:37:23,050]: [LeNet5_relu6] Epoch: 120 Train Loss: 0.8677 Train Acc: 0.6934 Eval Loss: 0.7991 Eval Acc: 0.7187 (LR: 0.00010000)
[2025-05-26 23:37:51,555]: [LeNet5_relu6] Epoch: 121 Train Loss: 0.8664 Train Acc: 0.6909 Eval Loss: 0.7978 Eval Acc: 0.7205 (LR: 0.00010000)
[2025-05-26 23:38:21,572]: [LeNet5_relu6] Epoch: 122 Train Loss: 0.8678 Train Acc: 0.6916 Eval Loss: 0.8020 Eval Acc: 0.7190 (LR: 0.00010000)
[2025-05-26 23:38:50,617]: [LeNet5_relu6] Epoch: 123 Train Loss: 0.8721 Train Acc: 0.6904 Eval Loss: 0.7969 Eval Acc: 0.7174 (LR: 0.00010000)
[2025-05-26 23:39:18,928]: [LeNet5_relu6] Epoch: 124 Train Loss: 0.8632 Train Acc: 0.6943 Eval Loss: 0.7985 Eval Acc: 0.7180 (LR: 0.00010000)
[2025-05-26 23:39:49,475]: [LeNet5_relu6] Epoch: 125 Train Loss: 0.8661 Train Acc: 0.6942 Eval Loss: 0.7985 Eval Acc: 0.7198 (LR: 0.00010000)
[2025-05-26 23:40:20,098]: [LeNet5_relu6] Epoch: 126 Train Loss: 0.8630 Train Acc: 0.6966 Eval Loss: 0.7975 Eval Acc: 0.7214 (LR: 0.00010000)
[2025-05-26 23:40:50,671]: [LeNet5_relu6] Epoch: 127 Train Loss: 0.8667 Train Acc: 0.6928 Eval Loss: 0.7981 Eval Acc: 0.7207 (LR: 0.00010000)
[2025-05-26 23:41:21,135]: [LeNet5_relu6] Epoch: 128 Train Loss: 0.8626 Train Acc: 0.6924 Eval Loss: 0.8081 Eval Acc: 0.7185 (LR: 0.00010000)
[2025-05-26 23:41:51,571]: [LeNet5_relu6] Epoch: 129 Train Loss: 0.8613 Train Acc: 0.6956 Eval Loss: 0.7950 Eval Acc: 0.7227 (LR: 0.00010000)
[2025-05-26 23:42:22,380]: [LeNet5_relu6] Epoch: 130 Train Loss: 0.8644 Train Acc: 0.6940 Eval Loss: 0.8018 Eval Acc: 0.7187 (LR: 0.00010000)
[2025-05-26 23:42:53,001]: [LeNet5_relu6] Epoch: 131 Train Loss: 0.8626 Train Acc: 0.6940 Eval Loss: 0.7945 Eval Acc: 0.7219 (LR: 0.00010000)
[2025-05-26 23:43:23,387]: [LeNet5_relu6] Epoch: 132 Train Loss: 0.8614 Train Acc: 0.6940 Eval Loss: 0.8003 Eval Acc: 0.7185 (LR: 0.00010000)
[2025-05-26 23:43:54,181]: [LeNet5_relu6] Epoch: 133 Train Loss: 0.8625 Train Acc: 0.6954 Eval Loss: 0.7998 Eval Acc: 0.7191 (LR: 0.00010000)
[2025-05-26 23:44:24,986]: [LeNet5_relu6] Epoch: 134 Train Loss: 0.8657 Train Acc: 0.6938 Eval Loss: 0.7944 Eval Acc: 0.7217 (LR: 0.00010000)
[2025-05-26 23:44:55,315]: [LeNet5_relu6] Epoch: 135 Train Loss: 0.8595 Train Acc: 0.6945 Eval Loss: 0.7969 Eval Acc: 0.7208 (LR: 0.00010000)
[2025-05-26 23:45:25,742]: [LeNet5_relu6] Epoch: 136 Train Loss: 0.8596 Train Acc: 0.6960 Eval Loss: 0.7993 Eval Acc: 0.7226 (LR: 0.00010000)
[2025-05-26 23:45:55,760]: [LeNet5_relu6] Epoch: 137 Train Loss: 0.8598 Train Acc: 0.6968 Eval Loss: 0.7946 Eval Acc: 0.7226 (LR: 0.00010000)
[2025-05-26 23:46:26,467]: [LeNet5_relu6] Epoch: 138 Train Loss: 0.8622 Train Acc: 0.6950 Eval Loss: 0.7966 Eval Acc: 0.7240 (LR: 0.00010000)
[2025-05-26 23:46:56,761]: [LeNet5_relu6] Epoch: 139 Train Loss: 0.8628 Train Acc: 0.6948 Eval Loss: 0.7944 Eval Acc: 0.7220 (LR: 0.00010000)
[2025-05-26 23:47:27,097]: [LeNet5_relu6] Epoch: 140 Train Loss: 0.8640 Train Acc: 0.6930 Eval Loss: 0.7967 Eval Acc: 0.7235 (LR: 0.00010000)
[2025-05-26 23:47:58,776]: [LeNet5_relu6] Epoch: 141 Train Loss: 0.8659 Train Acc: 0.6937 Eval Loss: 0.7975 Eval Acc: 0.7217 (LR: 0.00010000)
[2025-05-26 23:48:29,541]: [LeNet5_relu6] Epoch: 142 Train Loss: 0.8634 Train Acc: 0.6958 Eval Loss: 0.7992 Eval Acc: 0.7197 (LR: 0.00010000)
